commodity,release_date,release_time,proj_val,act_val,surprise,return_1d,price_before,price_after,surprise_percent,news_sentiment,news_failure,reason,status,is_realtime
wheat,2022-12-09,12:00 PM,571.0,571.0,0.0,-0.01587849499482223,724.25,712.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2023-01-12,12:00 PM,571.0,567.0,-4.0,0.0037162162162162164,740.0,742.75,-0.7005253940455342,Bullish,NO,N/A,Expected Reaction,0
wheat,2023-02-08,12:00 PM,567.0,568.0,1.0,0.020006668889629875,749.75,764.75,0.1763668430335097,Bearish,YES,bad_news_price_up,Bearish News Failure,0
wheat,2023-03-08,12:00 PM,568.0,568.0,0.0,-0.014968966776195691,684.75,674.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2023-04-11,12:00 PM,568.0,598.0,30.0,-0.006632277081798084,678.5,674.0,5.28169014084507,Bearish,NO,N/A,Expected Reaction,0
wheat,2023-05-12,12:00 PM,,,,0.016687016687016686,614.25,624.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2023-06-09,12:00 PM,556.0,562.0,6.0,0.006387225548902195,626.25,630.25,1.079136690647482,Bearish,YES,bad_news_price_up,Bearish News Failure,0
wheat,2023-07-12,12:00 PM,562.0,592.0,30.0,-0.0434949961508853,649.5,621.25,5.338078291814947,Bearish,NO,N/A,Expected Reaction,0
wheat,2023-08-11,12:00 PM,592.0,615.0,23.0,-0.01724813798510388,637.75,626.75,3.885135135135135,Bearish,NO,N/A,Expected Reaction,0
wheat,2023-09-12,12:00 PM,615.0,615.0,0.0,0.007643884892086331,556.0,560.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2023-10-12,12:00 PM,615.0,670.0,55.0,0.02787769784172662,556.0,571.5,8.94308943089431,Bearish,YES,bad_news_price_up,Bearish News Failure,0
wheat,2023-11-09,12:00 PM,670.0,684.0,14.0,-0.019417475728155338,592.25,580.75,2.0895522388059704,Bearish,NO,N/A,Expected Reaction,0
wheat,2023-12-08,12:00 PM,684.0,659.0,-25.0,-0.01757188498402556,626.0,615.0,-3.654970760233918,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2024-01-12,12:00 PM,659.0,648.0,-11.0,-0.012836438923395446,603.75,596.0,-1.669195751138088,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2024-02-08,12:00 PM,648.0,658.0,10.0,-0.022425249169435217,602.0,588.5,1.5432098765432098,Bearish,NO,N/A,Expected Reaction,0
wheat,2024-03-08,12:00 PM,658.0,673.0,15.0,0.011521843494959194,520.75,526.75,2.2796352583586628,Bearish,YES,bad_news_price_up,Bearish News Failure,0
wheat,2024-04-11,12:00 PM,673.0,698.0,25.0,-0.012085944494180842,558.5,551.75,3.7147102526002973,Bearish,NO,N/A,Expected Reaction,0
wheat,2024-05-10,12:00 PM,,,,0.04195240016135539,619.75,645.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2024-06-12,12:00 PM,766.0,758.0,-8.0,-0.015163607342378291,626.5,617.0,-1.0443864229765014,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2024-07-12,12:00 PM,758.0,856.0,98.0,-0.02931889941362201,554.25,538.0,12.928759894459102,Bearish,NO,N/A,Expected Reaction,0
wheat,2024-08-12,12:00 PM,856.0,828.0,-28.0,-0.010599078341013824,542.5,536.75,-3.2710280373831773,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2024-09-12,12:00 PM,828.0,828.0,0.0,-0.0013303769401330377,563.75,563.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2024-10-11,12:00 PM,828.0,812.0,-16.0,-0.007867494824016562,603.75,599.0,-1.932367149758454,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2024-11-08,12:00 PM,812.0,815.0,3.0,0.0017497812773403325,571.5,572.5,0.3694581280788177,Bearish,YES,bad_news_price_up,Bearish News Failure,0
wheat,2024-12-10,12:00 PM,815.0,795.0,-20.0,0.0013856812933025404,541.25,542.0,-2.4539877300613497,Bullish,NO,N/A,Expected Reaction,0
wheat,2025-01-10,12:00 PM,795.0,798.0,3.0,-0.006086142322097378,534.0,530.75,0.37735849056603776,Bearish,NO,N/A,Expected Reaction,0
wheat,2025-02-11,12:00 PM,798.0,794.0,-4.0,-0.004314063848144953,579.5,577.0,-0.5012531328320802,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2025-03-11,12:00 PM,794.0,819.0,25.0,-0.007794589637780834,545.25,541.0,3.1486146095717884,Bearish,NO,N/A,Expected Reaction,0
wheat,2025-04-10,12:00 PM,819.0,846.0,27.0,-0.007837713231904103,542.25,538.0,3.296703296703297,Bearish,NO,N/A,Expected Reaction,0
wheat,2025-05-12,12:00 PM,,,,-0.012858555885262116,505.5,499.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2025-06-12,12:00 PM,923.0,898.0,-25.0,-0.014506317267197005,534.25,526.5,-2.7085590465872156,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2025-07-11,12:00 PM,898.0,890.0,-8.0,-0.017264879600181735,550.25,540.75,-0.8908685968819599,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2025-08-12,12:00 PM,890.0,869.0,-21.0,-0.019417475728155338,515.0,505.0,-2.359550561797753,Bullish,YES,good_news_price_down,Bullish News Failure,0
wheat,2025-09-12,12:00 PM,869.0,844.0,-25.0,0.0,503.0,503.0,-2.8768699654775602,Bullish,NO,N/A,Expected Reaction,0
wheat,2025-11-14,12:00 PM,844.0,901.0,57.0,-0.015865608959402706,535.75,527.25,6.753554502369669,Bearish,NO,N/A,Expected Reaction,0
wheat,2025-12-09,12:00 PM,901.0,901.0,0.0,0.0004664179104477612,536.0,536.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
wheat,2026-01-12,12:00 PM,901.0,926.0,25.0,-0.011599806669888834,517.25,511.25,2.774694783573807,Bearish,NO,N/A,Expected Reaction,0
corn,2020-01-10,12:00 PM,1910.0,1892.0,-18.0,0.006523157208088715,383.25,385.75,-0.9424083769633508,Bullish,NO,N/A,Expected Reaction,0
corn,2020-02-11,12:00 PM,1892.0,1892.0,0.0,-0.005239030779305829,381.75,379.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2020-03-10,12:00 PM,1892.0,1892.0,0.0,0.015364061456245824,374.25,380.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2020-04-09,12:00 PM,1892.0,2092.0,200.0,0.005303030303030303,330.0,331.75,10.570824524312897,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2020-05-12,12:00 PM,,,,0.016483516483516484,318.5,323.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2020-06-11,12:00 PM,3318.0,3323.0,5.0,0.010727969348659003,326.25,329.75,0.1506931886678722,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2020-07-10,12:00 PM,3323.0,2648.0,-675.0,-0.030604982206405694,351.25,340.5,-20.312970207643698,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2020-08-12,12:00 PM,2648.0,2756.0,108.0,0.009630818619582664,311.5,314.5,4.078549848942599,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2020-09-11,12:00 PM,2756.0,2503.0,-253.0,0.021693491952414275,357.25,365.0,-9.179970972423803,Bullish,NO,N/A,Expected Reaction,0
corn,2020-10-09,12:00 PM,2503.0,2167.0,-336.0,0.020671834625323,387.0,395.0,-13.423891330403514,Bullish,NO,N/A,Expected Reaction,0
corn,2020-11-10,12:00 PM,2167.0,1702.0,-465.0,0.03803680981595092,407.5,423.0,-21.458237194277803,Bullish,NO,N/A,Expected Reaction,0
corn,2020-12-10,12:00 PM,1702.0,1702.0,0.0,-0.004146919431279621,422.0,420.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2021-01-12,12:00 PM,1702.0,1552.0,-150.0,0.05078720162519045,492.25,517.25,-8.81316098707403,Bullish,NO,N/A,Expected Reaction,0
corn,2021-02-09,12:00 PM,1552.0,1502.0,-50.0,-0.013303769401330377,563.75,556.25,-3.221649484536082,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2021-03-09,12:00 PM,1502.0,1502.0,0.0,-0.005309734513274336,565.0,562.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2021-04-09,12:00 PM,1502.0,1352.0,-150.0,-0.004312203536006899,579.75,577.25,-9.986684420772303,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2021-05-12,12:00 PM,,,,-0.0026333113890717576,759.5,757.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2021-06-10,12:00 PM,1507.0,1357.0,-150.0,0.011943539630836048,690.75,699.0,-9.9535500995355,Bullish,NO,N/A,Expected Reaction,0
corn,2021-07-12,12:00 PM,1357.0,1432.0,75.0,0.06272330289797538,629.75,669.25,5.52689756816507,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2021-08-12,12:00 PM,1432.0,1242.0,-190.0,0.019325842696629212,556.25,567.0,-13.268156424581006,Bullish,NO,N/A,Expected Reaction,0
corn,2021-09-10,12:00 PM,1242.0,1408.0,166.0,0.013608870967741936,496.0,502.75,13.365539452495975,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2021-10-12,12:00 PM,1408.0,1500.0,92.0,-0.019699812382739212,533.0,522.5,6.534090909090909,Bearish,NO,N/A,Expected Reaction,0
corn,2021-11-09,12:00 PM,1500.0,1493.0,-7.0,0.0058930190389845875,551.5,554.75,-0.46666666666666673,Bullish,NO,N/A,Expected Reaction,0
corn,2021-12-09,12:00 PM,1493.0,1493.0,0.0,0.006412997007268063,584.75,588.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2022-01-12,12:00 PM,1493.0,1540.0,47.0,-0.0033277870216306157,601.0,599.0,3.148024112525117,Bearish,NO,N/A,Expected Reaction,0
corn,2022-02-09,12:00 PM,1540.0,1540.0,0.0,0.022933965994464216,632.25,646.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2022-03-09,12:00 PM,1540.0,1440.0,-100.0,-0.02584493041749503,754.5,735.0,-6.493506493506493,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2022-04-08,12:00 PM,1440.0,1440.0,0.0,0.014516661167931376,757.75,768.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2022-05-12,12:00 PM,,,,0.014023060143346837,802.25,813.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2022-06-10,12:00 PM,1360.0,1400.0,40.0,0.0003234152652005175,773.0,773.25,2.941176470588235,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2022-07-12,12:00 PM,1400.0,1470.0,70.0,-0.06208,781.25,732.75,5.0,Bearish,NO,N/A,Expected Reaction,0
corn,2022-08-12,12:00 PM,1470.0,1388.0,-82.0,0.0166865315852205,629.25,639.75,-5.578231292517007,Bullish,NO,N/A,Expected Reaction,0
corn,2022-09-12,12:00 PM,1388.0,1219.0,-169.0,0.01968503937007874,698.5,712.25,-12.17579250720461,Bullish,NO,N/A,Expected Reaction,0
corn,2022-10-12,12:00 PM,1219.0,1172.0,-47.0,0.0,693.0,693.0,-3.855619360131255,Bullish,NO,N/A,Expected Reaction,0
corn,2022-11-09,12:00 PM,1172.0,1182.0,10.0,-0.0044943820224719105,667.5,664.5,0.8532423208191127,Bearish,NO,N/A,Expected Reaction,0
corn,2022-12-09,12:00 PM,1182.0,1257.0,75.0,0.00435126582278481,632.0,634.75,6.345177664974619,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2023-01-12,12:00 PM,1257.0,1242.0,-15.0,0.022865853658536585,656.0,671.0,-1.1933174224343674,Bullish,NO,N/A,Expected Reaction,0
corn,2023-02-08,12:00 PM,1242.0,1267.0,25.0,0.0066765578635014835,674.0,678.5,2.0128824476650564,Bearish,YES,bad_news_price_up,Bearish News Failure,0
corn,2023-03-08,12:00 PM,1267.0,1342.0,75.0,-0.011682242990654205,642.0,634.5,5.919494869771113,Bearish,NO,N/A,Expected Reaction,0
corn,2023-04-11,12:00 PM,1342.0,1342.0,0.0,-0.0045871559633027525,654.0,651.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2023-05-12,12:00 PM,,,,0.0011857707509881424,632.5,633.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2023-06-09,12:00 PM,2222.0,2257.0,35.0,-0.009832036050798854,610.25,604.25,1.5751575157515751,Bearish,NO,N/A,Expected Reaction,0
corn,2023-07-12,12:00 PM,2257.0,2262.0,5.0,-0.038478355924792304,571.75,549.75,0.2215330084182543,Bearish,NO,N/A,Expected Reaction,0
corn,2023-08-11,12:00 PM,2262.0,2202.0,-60.0,-0.01810657009829281,483.25,474.5,-2.6525198938992043,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2023-09-12,12:00 PM,2202.0,2221.0,19.0,-0.016976127320954906,471.25,463.25,0.862851952770209,Bearish,NO,N/A,Expected Reaction,0
corn,2023-10-12,12:00 PM,2221.0,2111.0,-110.0,0.01639344262295082,488.0,496.0,-4.952723998199009,Bullish,NO,N/A,Expected Reaction,0
corn,2023-11-09,12:00 PM,2111.0,2156.0,45.0,-0.01680672268907563,476.0,468.0,2.131691141639034,Bearish,NO,N/A,Expected Reaction,0
corn,2023-12-08,12:00 PM,2156.0,2131.0,-25.0,-0.005339028296849973,468.25,465.75,-1.1595547309833023,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2024-01-12,12:00 PM,2131.0,2162.0,31.0,-0.023484434735117424,457.75,447.0,1.4547160957297043,Bearish,NO,N/A,Expected Reaction,0
corn,2024-02-08,12:00 PM,2162.0,2172.0,10.0,-0.002302820955670697,434.25,433.25,0.46253469010175763,Bearish,NO,N/A,Expected Reaction,0
corn,2024-03-08,12:00 PM,2172.0,2172.0,0.0,0.0005868544600938967,426.0,426.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2024-04-11,12:00 PM,2172.0,2122.0,-50.0,-0.012665515256188831,434.25,428.75,-2.3020257826887662,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2024-05-10,12:00 PM,,,,0.029361942405420668,442.75,455.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2024-06-12,12:00 PM,2102.0,2102.0,0.0,0.010567296996662959,449.5,454.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2024-07-12,12:00 PM,2102.0,2097.0,-5.0,-0.016594960049170254,406.75,400.0,-0.23786869647954328,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2024-08-12,12:00 PM,2097.0,2073.0,-24.0,0.017252820172528202,376.75,383.25,-1.144492131616595,Bullish,NO,N/A,Expected Reaction,0
corn,2024-09-12,12:00 PM,2073.0,2057.0,-16.0,0.015111695137976347,380.5,386.25,-0.7718282682103232,Bullish,NO,N/A,Expected Reaction,0
corn,2024-10-11,12:00 PM,2057.0,1999.0,-58.0,-0.006571087216248507,418.5,415.75,-2.819640252795333,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2024-11-08,12:00 PM,1999.0,1938.0,-61.0,0.008187134502923977,427.5,431.0,-3.0515257628814405,Bullish,NO,N/A,Expected Reaction,0
corn,2024-12-10,12:00 PM,1938.0,1738.0,-200.0,0.014976958525345621,434.0,440.5,-10.319917440660474,Bullish,NO,N/A,Expected Reaction,0
corn,2025-01-10,12:00 PM,1738.0,1540.0,-198.0,0.03179824561403509,456.0,470.5,-11.39240506329114,Bullish,NO,N/A,Expected Reaction,0
corn,2025-02-11,12:00 PM,1540.0,1540.0,0.0,-0.015259409969481181,491.5,484.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2025-03-11,12:00 PM,1540.0,1540.0,0.0,-0.004904632152588556,458.75,456.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2025-04-10,12:00 PM,1540.0,1465.0,-75.0,0.0189873417721519,474.0,483.0,-4.870129870129871,Bullish,NO,N/A,Expected Reaction,0
corn,2025-05-12,12:00 PM,,,,-0.0028312570781426952,441.5,440.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
corn,2025-06-12,12:00 PM,1800.0,1750.0,-50.0,0.003432494279176201,437.0,438.5,-2.7777777777777777,Bullish,NO,N/A,Expected Reaction,0
corn,2025-07-11,12:00 PM,1750.0,1660.0,-90.0,-0.010435850214855739,407.25,403.0,-5.142857142857142,Bullish,YES,good_news_price_down,Bullish News Failure,0
corn,2025-08-12,12:00 PM,1660.0,2117.0,457.0,-0.03506493506493506,385.0,371.5,27.53012048192771,Bearish,NO,N/A,Expected Reaction,0
corn,2025-09-12,12:00 PM,2117.0,2110.0,-7.0,0.0,399.0,399.0,-0.33065658951346244,Bullish,NO,N/A,Expected Reaction,0
corn,2025-11-14,12:00 PM,2110.0,2154.0,44.0,-0.02548131370328426,441.5,430.25,2.085308056872038,Bearish,NO,N/A,Expected Reaction,0
corn,2025-12-09,12:00 PM,2154.0,2029.0,-125.0,0.010315186246418338,436.25,440.75,-5.8031569173630455,Bullish,NO,N/A,Expected Reaction,0
corn,2026-01-12,12:00 PM,2029.0,2227.0,198.0,-0.05440269209197981,445.75,421.5,9.758501724987678,Bearish,NO,N/A,Expected Reaction,0
soybeans,2020-01-10,12:00 PM,475.0,475.0,0.0,0.0013386880856760374,933.75,935.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2020-02-11,12:00 PM,475.0,425.0,-50.0,0.0005654509471303364,884.25,884.75,-10.526315789473683,Bullish,NO,N/A,Expected Reaction,0
soybeans,2020-03-10,12:00 PM,425.0,425.0,0.0,0.011001737116386797,863.5,873.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2020-04-09,12:00 PM,425.0,480.0,55.0,0.010532475131655939,854.5,863.5,12.941176470588237,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2020-05-12,12:00 PM,,,,-0.0035200938691698444,852.25,849.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2020-06-11,12:00 PM,405.0,395.0,-10.0,0.0005777007510109763,865.5,866.0,-2.4691358024691357,Bullish,NO,N/A,Expected Reaction,0
soybeans,2020-07-10,12:00 PM,395.0,425.0,30.0,-0.0075146117450598385,898.25,891.5,7.59493670886076,Bearish,NO,N/A,Expected Reaction,0
soybeans,2020-08-12,12:00 PM,425.0,610.0,185.0,0.014236902050113895,878.0,890.5,43.529411764705884,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2020-09-11,12:00 PM,610.0,460.0,-150.0,0.02081218274111675,985.0,1005.5,-24.59016393442623,Bullish,NO,N/A,Expected Reaction,0
soybeans,2020-10-09,12:00 PM,460.0,290.0,-170.0,0.014761904761904763,1050.0,1065.5,-36.95652173913043,Bullish,NO,N/A,Expected Reaction,0
soybeans,2020-11-10,12:00 PM,290.0,190.0,-100.0,0.030090497737556562,1105.0,1138.25,-34.48275862068966,Bullish,NO,N/A,Expected Reaction,0
soybeans,2020-12-10,12:00 PM,190.0,175.0,-15.0,-0.004963314630988347,1158.5,1152.75,-7.894736842105263,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2021-01-12,12:00 PM,175.0,140.0,-35.0,0.034558021098581304,1374.5,1422.0,-20.0,Bullish,NO,N/A,Expected Reaction,0
soybeans,2021-02-09,12:00 PM,140.0,120.0,-20.0,0.01008827238335435,1387.75,1401.75,-14.285714285714285,Bullish,NO,N/A,Expected Reaction,0
soybeans,2021-03-09,12:00 PM,120.0,120.0,0.0,0.002434359241870979,1437.75,1441.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2021-04-09,12:00 PM,120.0,120.0,0.0,-0.00865571453806748,1415.25,1403.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2021-05-12,12:00 PM,,,,0.014045801526717557,1637.5,1660.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2021-06-10,12:00 PM,140.0,155.0,15.0,-0.01184,1562.5,1544.0,10.714285714285714,Bearish,NO,N/A,Expected Reaction,0
soybeans,2021-07-12,12:00 PM,155.0,155.0,0.0,0.0202991452991453,1404.0,1432.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2021-08-12,12:00 PM,155.0,155.0,0.0,-0.002845962290999644,1405.5,1401.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2021-09-10,12:00 PM,155.0,185.0,30.0,0.01310824230387289,1258.75,1275.25,19.35483870967742,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2021-10-12,12:00 PM,185.0,320.0,135.0,-0.024424994911459393,1228.25,1198.25,72.97297297297297,Bearish,NO,N/A,Expected Reaction,0
soybeans,2021-11-09,12:00 PM,320.0,340.0,20.0,0.01825127334465195,1178.0,1199.5,6.25,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2021-12-09,12:00 PM,340.0,340.0,0.0,0.0027755749405233942,1261.0,1264.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2022-01-12,12:00 PM,340.0,350.0,10.0,0.010532050118031596,1376.75,1391.25,2.941176470588235,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2022-02-09,12:00 PM,350.0,325.0,-25.0,0.016411727214786488,1569.0,1594.75,-7.142857142857142,Bullish,NO,N/A,Expected Reaction,0
soybeans,2022-03-09,12:00 PM,325.0,285.0,-40.0,-0.010560281607509533,1704.5,1686.5,-12.307692307692308,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2022-04-08,12:00 PM,285.0,260.0,-25.0,0.02643573381950775,1645.5,1689.0,-8.771929824561402,Bullish,NO,N/A,Expected Reaction,0
soybeans,2022-05-12,12:00 PM,,,,0.006059687926071807,1650.25,1660.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2022-06-10,12:00 PM,310.0,280.0,-30.0,-0.013284341435839458,1769.0,1745.5,-9.67741935483871,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2022-07-12,12:00 PM,280.0,230.0,-50.0,-0.029402803168799514,1641.0,1592.75,-17.857142857142858,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2022-08-12,12:00 PM,230.0,245.0,15.0,-0.023544896168470313,1709.5,1669.25,6.521739130434782,Bearish,NO,N/A,Expected Reaction,0
soybeans,2022-09-12,12:00 PM,245.0,200.0,-45.0,0.0406244754070841,1489.25,1549.75,-18.367346938775512,Bullish,NO,N/A,Expected Reaction,0
soybeans,2022-10-12,12:00 PM,200.0,200.0,0.0,0.014350590372388738,1376.25,1396.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2022-11-09,12:00 PM,200.0,220.0,20.0,0.010907202216066482,1444.0,1459.75,10.0,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2022-12-09,12:00 PM,220.0,220.0,0.0,-0.001682085786375105,1486.25,1483.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2023-01-12,12:00 PM,220.0,210.0,-10.0,0.00957095709570957,1515.0,1529.5,-4.545454545454546,Bullish,NO,N/A,Expected Reaction,0
soybeans,2023-02-08,12:00 PM,210.0,225.0,15.0,0.0029698069625474343,1515.25,1519.75,7.142857142857142,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2023-03-08,12:00 PM,225.0,210.0,-15.0,0.000983445336830028,1525.25,1526.75,-6.666666666666667,Bullish,NO,N/A,Expected Reaction,0
soybeans,2023-04-11,12:00 PM,210.0,210.0,0.0,0.006723819129265423,1487.25,1497.25,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2023-05-12,12:00 PM,,,,-0.005716265373289451,1443.25,1435.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2023-06-09,12:00 PM,335.0,350.0,15.0,0.017054832202457362,1363.25,1386.5,4.477611940298507,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2023-07-12,12:00 PM,350.0,300.0,-50.0,-0.0210457086484709,1520.5,1488.5,-14.285714285714285,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2023-08-11,12:00 PM,300.0,245.0,-55.0,-0.007613314447592068,1412.0,1401.25,-18.333333333333332,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2023-09-12,12:00 PM,245.0,220.0,-25.0,-0.015341959334565619,1352.5,1331.75,-10.204081632653061,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2023-10-12,12:00 PM,220.0,220.0,0.0,0.029940119760479042,1252.5,1290.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2023-11-09,12:00 PM,220.0,245.0,25.0,-0.01575240919199407,1349.0,1327.75,11.363636363636363,Bearish,NO,N/A,Expected Reaction,0
soybeans,2023-12-08,12:00 PM,245.0,245.0,0.0,-0.0059081379836096815,1311.75,1304.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2024-01-12,12:00 PM,245.0,280.0,35.0,-0.020710659898477157,1231.25,1205.75,14.285714285714285,Bearish,NO,N/A,Expected Reaction,0
soybeans,2024-02-08,12:00 PM,280.0,315.0,35.0,0.0037846930193439865,1189.0,1193.5,12.5,Bearish,YES,bad_news_price_up,Bearish News Failure,0
soybeans,2024-03-08,12:00 PM,315.0,315.0,0.0,0.011668107173725151,1157.0,1170.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2024-04-11,12:00 PM,315.0,340.0,25.0,-0.00472204335694355,1164.75,1159.25,7.936507936507936,Bearish,NO,N/A,Expected Reaction,0
soybeans,2024-05-10,12:00 PM,,,,0.010270383567386292,1192.75,1205.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2024-06-12,12:00 PM,445.0,455.0,10.0,-0.0006366723259762309,1178.0,1177.25,2.247191011235955,Bearish,NO,N/A,Expected Reaction,0
soybeans,2024-07-12,12:00 PM,455.0,435.0,-20.0,-0.007219426821264493,1142.75,1134.5,-4.395604395604396,Bullish,YES,good_news_price_down,Bullish News Failure,0
soybeans,2024-08-12,12:00 PM,435.0,560.0,125.0,-0.01556420233463035,1028.0,1012.0,28.735632183908045,Bearish,NO,N/A,Expected Reaction,0
soybeans,2024-09-12,12:00 PM,560.0,550.0,-10.0,0.011992855320234754,979.75,991.5,-1.7857142857142856,Bullish,NO,N/A,Expected Reaction,0
soybeans,2024-10-11,12:00 PM,550.0,550.0,0.0,-0.009115545700911555,1014.75,1005.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2024-11-08,12:00 PM,550.0,470.0,-80.0,0.0012309207287050715,1015.5,1016.75,-14.545454545454545,Bullish,NO,N/A,Expected Reaction,0
soybeans,2024-12-10,12:00 PM,470.0,470.0,0.0,0.004797979797979798,990.0,994.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2025-01-10,12:00 PM,470.0,380.0,-90.0,0.02141597379692618,992.25,1013.5,-19.148936170212767,Bullish,NO,N/A,Expected Reaction,0
soybeans,2025-02-11,12:00 PM,380.0,380.0,0.0,-0.005717008099094807,1049.5,1043.5,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2025-03-11,12:00 PM,380.0,380.0,0.0,-0.002000500125031258,999.75,997.75,0.0,Neutral,N/A,N/A,Neutral/No Change,0
soybeans,2025-04-10,12:00 PM,380.0,375.0,-5.0,0.01604542088373241,1012.75,1029.0,-1.3157894736842104,Bullish,NO,N/A,Expected Reaction,0
soybeans,2025-05-12,12:00 PM,,,,0.0210727969348659,1044.0,1066.0,0.0,Neutral,N/A,N/A,Neutral/No Change,0
